country,year,expenditure_pct_gdp
DEU,2017,4.77830982208252
DEU,2018,4.88400983810425
DEU,2019,5.02757978439331
GBR,2017,5.45256996154785
GBR,2018,5.20437002182007
GBR,2019,5.26115989685059
FRA,2017,5.46482992172241
FRA,2018,5.42540979385376
FRA,2019,5.36638021469116
